Run,AGE,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,replicate,create_date,version,Sample Name,sample_type,sex,SRA Study,tissue,cell_type,cell_line
SRR8981884,adult,WGA,500,14290866000,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461819,Human,7496632085,HARVARD UNIVERSITY,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX5761368,Illumina HiSeq 2500,donor 1,348HB2-18-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 3 (348HB2-18),2019-04-28T17:00:00Z,1,348HB2-18,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981885,adult,WGA,500,9576427500,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461823,Human,5650648927,HARVARD UNIVERSITY,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX5761367,Illumina HiSeq 2500,donor 1,347HB1-11-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 7 (347HB1-11),2019-04-28T16:56:00Z,1,347HB1-11,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981886,adult,WGA,500,17153539500,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461833,Human,8907653705,HARVARD UNIVERSITY,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761366,Illumina HiSeq 2500,donor 1,348HB2-5-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 17 (348HB2-5),2019-04-28T17:05:00Z,1,348HB2-5,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981887,adult,WGA,302,16421422744,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461862,Human,7945128985,HARVARD UNIVERSITY,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX5761365,Illumina HiSeq 4000,donor 1,348HB2-1-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 46 (348HB2-1),2019-04-28T17:17:00Z,1,348HB2-1,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981888,adult,WGA,302,16063329264,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461863,Human,7563355490,HARVARD UNIVERSITY,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5761364,Illumina HiSeq 4000,donor 1,348HB2-12-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 47 (348HB2-12),2019-04-28T17:12:00Z,1,348HB2-12,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981889,adult,WGA,500,22971087500,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461812,Human,11894388760,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX5761363,Illumina HiSeq 2500,donor 4,364-5-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 3 Prefrontal Cortex Neuron Cell 7 (364-5),2019-04-28T17:07:00Z,1,364-5,single cell,female,SRP194057,prefrontal cortex,neuron,
SRR8981890,adult,WGA,500,25573244000,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461811,Human,13110522008,HARVARD UNIVERSITY,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX5761362,Illumina HiSeq 2500,donor 4,364-4-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 3 Prefrontal Cortex Neuron Cell 6 (364-4),2019-04-28T17:16:00Z,1,364-4,single cell,female,SRP194057,prefrontal cortex,neuron,
SRR8981891,adult,WGA,500,21354264500,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461810,Human,11212166506,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX5761361,Illumina HiSeq 2500,donor 4,364-3-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 3 Prefrontal Cortex Neuron Cell 5 (364-3),2019-04-28T17:05:00Z,1,364-3,single cell,female,SRP194057,prefrontal cortex,neuron,
SRR8981892,adult,WGA,500,24663876500,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461809,Human,12734016240,HARVARD UNIVERSITY,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX5761360,Illumina HiSeq 2500,donor 4,364-2-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 3 Prefrontal Cortex Neuron Cell 4 (364-2),2019-04-28T17:19:00Z,1,364-2,single cell,female,SRP194057,prefrontal cortex,neuron,
SRR8981893,adult,WGA,500,25319889500,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461808,Human,13067832138,HARVARD UNIVERSITY,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX5761359,Illumina HiSeq 2500,donor 4,364-12-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 3 Prefrontal Cortex Neuron Cell 3 (364-12),2019-04-28T17:20:00Z,1,364-12,single cell,female,SRP194057,prefrontal cortex,neuron,
SRR8981894,adult,WGA,500,24533454000,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461807,Human,12676800597,HARVARD UNIVERSITY,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX5761358,Illumina HiSeq 2500,donor 4,364-10-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 3 Prefrontal Cortex Neuron Cell 2 (364-10),2019-04-28T17:14:00Z,1,364-10,single cell,female,SRP194057,prefrontal cortex,neuron,
SRR8981895,adult,WGA,302,9089308496,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461853,Human,4349470660,HARVARD UNIVERSITY,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX5761357,Illumina HiSeq 4000,donor 1,348HB2-9-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 37 (348HB2-9),2019-04-28T16:59:00Z,1,348HB2-9,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981896,adult,WGA,302,14283418274,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461855,Human,7148588319,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761356,Illumina HiSeq 4000,donor 1,340-4-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 39 (340-4),2019-04-28T17:11:00Z,1,340-4,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981897,adult,WGA,302,15832239468,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461856,Human,7950870923,HARVARD UNIVERSITY,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX5761355,Illumina HiSeq 4000,donor 1,340-5-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 40 (340-5),2019-04-28T17:13:00Z,1,340-5,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981898,adult,WGA,302,10008952856,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461857,Human,4694160468,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761354,Illumina HiSeq 4000,donor 1,347HB1-15-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 41 (347HB1-15),2019-04-28T17:00:00Z,1,347HB1-15,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981899,adult,WGA,302,13363665194,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461858,Human,6366238059,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX5761353,Illumina HiSeq 4000,donor 1,347HB1-19-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 42 (347HB1-19),2019-04-28T17:07:00Z,1,347HB1-19,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981900,adult,WGA,302,17066322906,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461859,Human,7943613311,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761352,Illumina HiSeq 4000,donor 1,347HB1-2-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 43 (347HB1-2),2019-04-28T17:08:00Z,1,347HB1-2,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981901,adult,WGA,302,16308529104,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461852,Human,7782384626,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX5761351,Illumina HiSeq 4000,donor 1,348HB2-17-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 36 (348HB2-17),2019-04-28T17:08:00Z,1,348HB2-17,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981902,adult,WGA,302,13980232320,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461861,Human,6584207327,HARVARD UNIVERSITY,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX5761350,Illumina HiSeq 4000,donor 1,347HB1-3-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 45 (347HB1-3),2019-04-28T17:07:00Z,1,347HB1-3,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981903,adult,WGA,500,22744991000,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461803,Human,11587493806,HARVARD UNIVERSITY,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761349,Illumina HiSeq 2500,donor 3,363-7-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 2 Prefrontal Cortex Neuron Cell 9 (363-7),2019-04-28T17:12:00Z,1,363-7,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981904,adult,WGA,500,10536229500,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461824,Human,6170601886,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX5761348,Illumina HiSeq 2500,donor 1,347HB1-13-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 8 (347HB1-13),2019-04-28T16:57:00Z,1,347HB1-13,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981905,adult,WGA,500,7755855500,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461781,Human,4573429881,HARVARD UNIVERSITY,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX5761347,Illumina HiSeq 2500,donor 1,345HS1-6-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 16 (345HS1-6),2019-04-28T16:51:00Z,1,345HS1-6,single cell,male,SRP194057,sperm,sperm,
SRR8981906,adult,WGA,500,15826688000,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461831,Human,8215921115,HARVARD UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761346,Illumina HiSeq 2500,donor 1,348HB2-22-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 15 (348HB2-22),2019-04-28T17:04:00Z,1,348HB2-22,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981907,adult,WGA,500,17721411500,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461820,Human,9225474279,HARVARD UNIVERSITY,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761345,Illumina HiSeq 2500,donor 1,348HB2-4-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 4 (348HB2-4),2019-04-28T17:04:00Z,1,348HB2-4,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981908,adult,WGA,500,15420474500,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461830,Human,8185998828,HARVARD UNIVERSITY,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5761344,Illumina HiSeq 2500,donor 1,348HB2-20-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 14 (348HB2-20),2019-04-28T17:02:00Z,1,348HB2-20,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981909,adult,WGA,500,19191513000,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461801,Human,9809658334,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX5761343,Illumina HiSeq 2500,donor 3,363-5-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 2 Prefrontal Cortex Neuron Cell 7 (363-5),2019-04-28T17:04:00Z,1,363-5,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981910,adult,WGA,500,23672015000,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461814,Human,12144723022,HARVARD UNIVERSITY,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX5761342,Illumina HiSeq 2500,donor 4,364-7-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 3 Prefrontal Cortex Neuron Cell 9 (364-7),2019-04-28T17:13:00Z,1,364-7,single cell,female,SRP194057,prefrontal cortex,neuron,
SRR8981911,adult,WGA,500,24773616500,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461813,Human,12696864279,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX5761341,Illumina HiSeq 2500,donor 4,364-6-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 3 Prefrontal Cortex Neuron Cell 8 (364-6),2019-04-28T17:15:00Z,1,364-6,single cell,female,SRP194057,prefrontal cortex,neuron,
SRR8981912,adult,WGA,302,13831823178,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461851,Human,6437138919,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX5761340,Illumina HiSeq 4000,donor 1,347HB1-23-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 35 (347HB1-23),2019-04-28T17:08:00Z,1,347HB1-23,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981913,adult,WGA,302,7771886950,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461850,Human,3752424453,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX5761339,Illumina HiSeq 4000,donor 1,348HB2-11-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 34 (348HB2-11),2019-04-28T16:54:00Z,1,348HB2-11,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981914,adult,WGA,302,14758034830,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461849,Human,6873697133,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX5761338,Illumina HiSeq 4000,donor 1,347HB1-20-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 33 (347HB1-20),2019-04-28T17:10:00Z,1,347HB1-20,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981915,adult,WGA,302,15536702872,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461848,Human,7272580104,HARVARD UNIVERSITY,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761337,Illumina HiSeq 4000,donor 1,347HB1-21-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 32 (347HB1-21),2019-04-28T17:09:00Z,1,347HB1-21,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981916,adult,WGA,302,12530653158,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461847,Human,5857648109,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX5761336,Illumina HiSeq 4000,donor 1,347HB1-5-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 31 (347HB1-5),2019-04-28T17:02:00Z,1,347HB1-5,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981917,adult,WGA,302,14661006458,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461846,Human,6835468929,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX5761335,Illumina HiSeq 4000,donor 1,347HB1-4-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 30 (347HB1-4),2019-04-28T17:06:00Z,1,347HB1-4,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981918,adult,WGA,302,11700999060,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461772,Human,5320807429,HARVARD UNIVERSITY,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX5761334,Illumina HiSeq 4000,donor 1,345HS1-16-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 7 (345HS1-16),2019-04-28T17:04:00Z,1,345HS1-16,single cell,male,SRP194057,sperm,sperm,
SRR8981919,adult,WGA,302,10649634984,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461773,Human,4862869298,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761333,Illumina HiSeq 4000,donor 1,345HS1-18-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 8 (345HS1-18),2019-04-28T16:59:00Z,1,345HS1-18,single cell,male,SRP194057,sperm,sperm,
SRR8981920,adult,WGA,302,14102618122,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461770,Human,6337313775,HARVARD UNIVERSITY,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761332,Illumina HiSeq 4000,donor 1,345HS1-14-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 5 (345HS1-14),2019-04-28T17:06:00Z,1,345HS1-14,single cell,male,SRP194057,sperm,sperm,
SRR8981921,adult,WGA,302,11248989922,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461771,Human,5069647077,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761331,Illumina HiSeq 4000,donor 1,345HS1-15-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 6 (345HS1-15),2019-04-28T17:04:00Z,1,345HS1-15,single cell,male,SRP194057,sperm,sperm,
SRR8981922,adult,WGA,302,12673326716,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461768,Human,5793413291,HARVARD UNIVERSITY,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761330,Illumina HiSeq 4000,donor 1,345HS1-11-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 3 (345HS1-11),2019-04-28T17:06:00Z,1,345HS1-11,single cell,male,SRP194057,sperm,sperm,
SRR8981923,adult,WGA,302,10841221368,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461769,Human,4889031001,HARVARD UNIVERSITY,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX5761329,Illumina HiSeq 4000,donor 1,345HS1-13-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 4 (345HS1-13),2019-04-28T17:02:00Z,1,345HS1-13,single cell,male,SRP194057,sperm,sperm,
SRR8981924,adult,WGA,302,9278338450,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461766,Human,4175203901,HARVARD UNIVERSITY,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX5761328,Illumina HiSeq 4000,donor 1,345HS1-1-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 1 (345HS1-1),2019-04-28T16:57:00Z,1,345HS1-1,single cell,male,SRP194057,sperm,sperm,
SRR8981925,adult,WGA,302,15780938124,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461767,Human,7047299138,HARVARD UNIVERSITY,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX5761327,Illumina HiSeq 4000,donor 1,345HS1-10-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 2 (345HS1-10),2019-04-28T17:12:00Z,1,345HS1-10,single cell,male,SRP194057,sperm,sperm,
SRR8981926,adult,WGA,302,4361590606,Horizon Discovery,PRJNA533595,SAMN11461764,Human,1961309813,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX5761326,Illumina HiSeq 4000,cell line,350HAP2-8-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,eHAP 13 Day Cell 18 (350HAP2-8),2019-04-28T16:52:00Z,1,350HAP2-8,single cell,male,SRP194057,leukemia,,eHAP
SRR8981927,adult,WGA,302,3300328178,Horizon Discovery,PRJNA533595,SAMN11461765,Human,1490231697,HARVARD UNIVERSITY,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX5761325,Illumina HiSeq 4000,cell line,350HAP2-9-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,eHAP 13 Day Cell 19 (350HAP2-9),2019-04-28T16:49:00Z,1,350HAP2-9,single cell,male,SRP194057,leukemia,,eHAP
SRR8981928,adult,WGA,302,10732216280,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461784,Human,4859500639,HARVARD UNIVERSITY,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX5761324,Illumina HiSeq 4000,donor 1,345HS1-9-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 19 (345HS1-9),2019-04-28T17:01:00Z,1,345HS1-9,single cell,male,SRP194057,sperm,sperm,
SRR8981929,adult,WGA,302,14500828376,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461785,Human,6664015897,HARVARD UNIVERSITY,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX5761323,Illumina HiSeq 4000,donor 2,362-11-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 1 Prefrontal Cortex Neuron Cell 1 (362-11),2019-04-28T17:11:00Z,1,362-11,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981930,adult,WGA,302,14738388220,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461786,Human,6640522448,HARVARD UNIVERSITY,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX5761322,Illumina HiSeq 4000,donor 2,362-12-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 1 Prefrontal Cortex Neuron Cell 2 (362-12),2019-04-28T17:03:00Z,1,362-12,single cell,male,SRP194057,prefrontal cortex,neuron,
